Scope,Method,Runs,Success Count,Success Rate,Median Hit Time (s),Mean Hit Time (s)
ALL,SA,12,10,0.8333333333333334,165.1640625,489.9140625
ALL,TS,12,9,0.75,18.75,41.857638888888886
ALL,GA,12,5,0.4166666666666667,111.46875,208.653125
ALL,MAS,12,10,0.8333333333333334,96.265625,227.4171875
ALL,MAS_RL,12,10,0.8333333333333334,79.1875,200.0921875
ALL,MAS_RL_WARM,12,9,0.75,68.109375,129.69791666666666
C1,SA,2,2,1.0,1385.4296875,1385.4296875
C1,TS,2,1,0.5,203.53125,203.53125
C1,GA,2,0,0.0,,
C1,MAS,2,2,1.0,772.109375,772.109375
C1,MAS_RL,2,2,1.0,667.6484375,667.6484375
C1,MAS_RL_WARM,2,1,0.5,550.25,550.25
C2,SA,2,0,0.0,,
C2,TS,2,0,0.0,,
C2,GA,2,0,0.0,,
C2,MAS,2,0,0.0,,
C2,MAS_RL,2,0,0.0,,
C2,MAS_RL_WARM,2,0,0.0,,
R1,SA,2,2,1.0,24.0390625,24.0390625
R1,TS,2,2,1.0,9.3046875,9.3046875
R1,GA,2,2,1.0,15.859375,15.859375
R1,MAS,2,2,1.0,20.4140625,20.4140625
R1,MAS_RL,2,2,1.0,23.3671875,23.3671875
R1,MAS_RL_WARM,2,2,1.0,20.375,20.375
R2,SA,2,2,1.0,93.4765625,93.4765625
R2,TS,2,2,1.0,17.7578125,17.7578125
R2,GA,2,2,1.0,450.0390625,450.0390625
R2,MAS,2,2,1.0,56.6015625,56.6015625
R2,MAS_RL,2,2,1.0,54.640625,54.640625
R2,MAS_RL_WARM,2,2,1.0,66.4140625,66.4140625
RC1,SA,2,2,1.0,106.96875,106.96875
RC1,TS,2,2,1.0,33.140625,33.140625
RC1,GA,2,1,0.5,111.46875,111.46875
RC1,MAS,2,2,1.0,121.3828125,121.3828125
RC1,MAS_RL,2,2,1.0,114.125,114.125
RC1,MAS_RL_WARM,2,2,1.0,92.1640625,92.1640625
RC2,SA,2,2,1.0,839.65625,839.65625
RC2,TS,2,2,1.0,26.390625,26.390625
RC2,GA,2,0,0.0,,
RC2,MAS,2,2,1.0,166.578125,166.578125
RC2,MAS_RL,2,2,1.0,140.6796875,140.6796875
RC2,MAS_RL_WARM,2,2,1.0,129.5625,129.5625
