instance,method,run,seed,runtime_sec,vehicles,distance,q_states,visited_states,trace_json
c202.txt,MAS,2,2,2772.032309900038,7.0,1346.005199158068,,,"[{""elapsed_sec"": 165.98173330002464, ""vehicles"": 10, ""distance"": 1995.9685573674851}, {""elapsed_sec"": 318.72091050003655, ""vehicles"": 10, ""distance"": 1652.1785590202903}, {""elapsed_sec"": 470.03315919986926, ""vehicles"": 10, ""distance"": 1439.0783141090606}, {""elapsed_sec"": 618.6168700000271, ""vehicles"": 10, ""distance"": 1439.0783141090606}, {""elapsed_sec"": 767.9043366999831, ""vehicles"": 9, ""distance"": 2339.1092274086172}, {""elapsed_sec"": 916.4131909999996, ""vehicles"": 9, ""distance"": 1520.5529078940638}, {""elapsed_sec"": 1062.1839703998994, ""vehicles"": 9, ""distance"": 1520.5529078940638}, {""elapsed_sec"": 1207.184204600053, ""vehicles"": 9, ""distance"": 1409.5368538858497}, {""elapsed_sec"": 1349.8127643000335, ""vehicles"": 8, ""distance"": 1890.1970742665867}, {""elapsed_sec"": 1490.3842044998892, ""vehicles"": 8, ""distance"": 1890.1970742665867}, {""elapsed_sec"": 1623.1843588999473, ""vehicles"": 8, ""distance"": 1890.1970742665867}, {""elapsed_sec"": 1751.8271882999688, ""vehicles"": 8, ""distance"": 1890.1970742665867}, {""elapsed_sec"": 1879.9861407000571, ""vehicles"": 8, ""distance"": 1658.8266891745504}, {""elapsed_sec"": 2007.90037259995, ""vehicles"": 8, ""distance"": 1513.8639508543845}, {""elapsed_sec"": 2136.1064037999604, ""vehicles"": 8, ""distance"": 1390.2505347954188}, {""elapsed_sec"": 2264.7652439000085, ""vehicles"": 8, ""distance"": 1318.132317901077}, {""elapsed_sec"": 2391.9316090000793, ""vehicles"": 8, ""distance"": 1318.132317901077}, {""elapsed_sec"": 2519.116923799971, ""vehicles"": 7, ""distance"": 1884.5106263103376}, {""elapsed_sec"": 2647.033277499955, ""vehicles"": 7, ""distance"": 1346.005199158068}, {""elapsed_sec"": 2772.032303399872, ""vehicles"": 7, ""distance"": 1346.005199158068}, {""elapsed_sec"": 2772.032309900038, ""vehicles"": 7, ""distance"": 1346.005199158068}]"
c202.txt,MAS,3,3,2591.4441648998763,7.0,1221.5064525610799,,,"[{""elapsed_sec"": 149.43742099986412, ""vehicles"": 10, ""distance"": 1972.9106857166219}, {""elapsed_sec"": 288.1501007999759, ""vehicles"": 10, ""distance"": 1744.46818652244}, {""elapsed_sec"": 423.6032521999441, ""vehicles"": 9, ""distance"": 1635.2393887962462}, {""elapsed_sec"": 556.3553520999849, ""vehicles"": 9, ""distance"": 1588.9417670020011}, {""elapsed_sec"": 689.928602, ""vehicles"": 9, ""distance"": 1409.1751258802874}, {""elapsed_sec"": 823.9361938000657, ""vehicles"": 9, ""distance"": 1409.1751258802874}, {""elapsed_sec"": 956.392526099924, ""vehicles"": 7, ""distance"": 1528.8520650734586}, {""elapsed_sec"": 1087.6301994000096, ""vehicles"": 7, ""distance"": 1528.8520650734586}, {""elapsed_sec"": 1215.6981921000406, ""vehicles"": 7, ""distance"": 1528.8520650734586}, {""elapsed_sec"": 1343.425204299856, ""vehicles"": 7, ""distance"": 1421.2414559500453}, {""elapsed_sec"": 1467.7262085999828, ""vehicles"": 7, ""distance"": 1338.874092255533}, {""elapsed_sec"": 1596.8320565000176, ""vehicles"": 7, ""distance"": 1338.874092255533}, {""elapsed_sec"": 1721.5354643000755, ""vehicles"": 7, ""distance"": 1338.874092255533}, {""elapsed_sec"": 1844.9700229999144, ""vehicles"": 7, ""distance"": 1338.874092255533}, {""elapsed_sec"": 1970.1239183999132, ""vehicles"": 7, ""distance"": 1338.874092255533}, {""elapsed_sec"": 2095.9508406000677, ""vehicles"": 7, ""distance"": 1338.874092255533}, {""elapsed_sec"": 2219.6177833999973, ""vehicles"": 7, ""distance"": 1287.641965293968}, {""elapsed_sec"": 2344.5208137000445, ""vehicles"": 7, ""distance"": 1221.5064525610799}, {""elapsed_sec"": 2467.61126210005, ""vehicles"": 7, ""distance"": 1221.5064525610799}, {""elapsed_sec"": 2591.444162499858, ""vehicles"": 7, ""distance"": 1221.5064525610799}, {""elapsed_sec"": 2591.4441648998763, ""vehicles"": 7, ""distance"": 1221.5064525610799}]"
c202.txt,MAS,4,4,2612.14909930015,8.0,1232.503183417291,,,"[{""elapsed_sec"": 152.15940120001324, ""vehicles"": 11, ""distance"": 1971.9319144998622}, {""elapsed_sec"": 293.80669150012545, ""vehicles"": 10, ""distance"": 1797.7431537408565}, {""elapsed_sec"": 430.46675160015, ""vehicles"": 9, ""distance"": 2000.3882355733745}, {""elapsed_sec"": 565.907928999979, ""vehicles"": 8, ""distance"": 2197.4259236815205}, {""elapsed_sec"": 692.8055006000213, ""vehicles"": 8, ""distance"": 1465.2235564732273}, {""elapsed_sec"": 820.0909840001259, ""vehicles"": 8, ""distance"": 1460.2442586921657}, {""elapsed_sec"": 949.8251055001747, ""vehicles"": 8, ""distance"": 1460.2442586921657}, {""elapsed_sec"": 1078.0181723001879, ""vehicles"": 8, ""distance"": 1460.2442586921657}, {""elapsed_sec"": 1205.8191871000454, ""vehicles"": 8, ""distance"": 1460.2442586921657}, {""elapsed_sec"": 1333.772906200029, ""vehicles"": 8, ""distance"": 1313.7627929350715}, {""elapsed_sec"": 1461.9223625999875, ""vehicles"": 8, ""distance"": 1313.7627929350715}, {""elapsed_sec"": 1590.7343012001365, ""vehicles"": 8, ""distance"": 1313.7627929350715}, {""elapsed_sec"": 1719.117187099997, ""vehicles"": 8, ""distance"": 1313.7627929350715}, {""elapsed_sec"": 1849.6027758000419, ""vehicles"": 8, ""distance"": 1313.7627929350715}, {""elapsed_sec"": 1977.8645519001875, ""vehicles"": 8, ""distance"": 1257.7593061250682}, {""elapsed_sec"": 2104.2400516001508, ""vehicles"": 8, ""distance"": 1240.0395780387935}, {""elapsed_sec"": 2231.4337155001704, ""vehicles"": 8, ""distance"": 1240.0395780387935}, {""elapsed_sec"": 2358.4328457000665, ""vehicles"": 8, ""distance"": 1240.0395780387935}, {""elapsed_sec"": 2484.882645700127, ""vehicles"": 8, ""distance"": 1232.503183417291}, {""elapsed_sec"": 2612.1490968000144, ""vehicles"": 8, ""distance"": 1232.503183417291}, {""elapsed_sec"": 2612.14909930015, ""vehicles"": 8, ""distance"": 1232.503183417291}]"
c202.txt,MAS,5,5,2671.028428700054,8.0,1331.8192448004952,,,"[{""elapsed_sec"": 144.13636410003528, ""vehicles"": 8, ""distance"": 1896.8643027731318}, {""elapsed_sec"": 293.03090319992043, ""vehicles"": 8, ""distance"": 1896.8643027731318}, {""elapsed_sec"": 431.20414560008794, ""vehicles"": 8, ""distance"": 1896.8643027731318}, {""elapsed_sec"": 560.3855592999607, ""vehicles"": 8, ""distance"": 1849.516578772522}, {""elapsed_sec"": 692.7568673000205, ""vehicles"": 8, ""distance"": 1849.516578772522}, {""elapsed_sec"": 826.212383300066, ""vehicles"": 8, ""distance"": 1496.905696571546}, {""elapsed_sec"": 958.7860355998855, ""vehicles"": 8, ""distance"": 1496.905696571546}, {""elapsed_sec"": 1093.5224339999259, ""vehicles"": 8, ""distance"": 1430.7450705968406}, {""elapsed_sec"": 1233.9940794999711, ""vehicles"": 8, ""distance"": 1335.720329779773}, {""elapsed_sec"": 1363.8541359000374, ""vehicles"": 8, ""distance"": 1335.720329779773}, {""elapsed_sec"": 1491.7609315000009, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 1620.793470500037, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 1753.7183360001072, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 1882.1624034999404, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 2014.5157405000646, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 2142.5291430000216, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 2276.2427968999837, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 2408.7810162000824, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 2541.939674299909, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 2671.028426700039, ""vehicles"": 8, ""distance"": 1331.8192448004952}, {""elapsed_sec"": 2671.028428700054, ""vehicles"": 8, ""distance"": 1331.8192448004952}]"
c202.txt,MAS,6,6,2557.0507250998635,7.0,1380.7471872624485,,,"[{""elapsed_sec"": 147.497396199964, ""vehicles"": 11, ""distance"": 3314.2250167947877}, {""elapsed_sec"": 284.6917898999527, ""vehicles"": 10, ""distance"": 1956.4158365094383}, {""elapsed_sec"": 420.64885160000995, ""vehicles"": 8, ""distance"": 1865.9584203394197}, {""elapsed_sec"": 550.304361899849, ""vehicles"": 8, ""distance"": 1865.9584203394197}, {""elapsed_sec"": 683.7230743998662, ""vehicles"": 8, ""distance"": 1402.7229429184613}, {""elapsed_sec"": 812.7633056000341, ""vehicles"": 8, ""distance"": 1402.7229429184613}, {""elapsed_sec"": 940.0824072000105, ""vehicles"": 7, ""distance"": 1557.501761074915}, {""elapsed_sec"": 1064.654195799958, ""vehicles"": 7, ""distance"": 1555.528573142514}, {""elapsed_sec"": 1189.82131629996, ""vehicles"": 7, ""distance"": 1424.6934158371564}, {""elapsed_sec"": 1313.7443124998827, ""vehicles"": 7, ""distance"": 1424.6934158371564}, {""elapsed_sec"": 1440.085701999953, ""vehicles"": 7, ""distance"": 1407.8996654343885}, {""elapsed_sec"": 1565.5981737000402, ""vehicles"": 7, ""distance"": 1406.9739201330933}, {""elapsed_sec"": 1689.660025499994, ""vehicles"": 7, ""distance"": 1406.9739201330933}, {""elapsed_sec"": 1813.7111762999557, ""vehicles"": 7, ""distance"": 1406.9739201330933}, {""elapsed_sec"": 1937.7854142000433, ""vehicles"": 7, ""distance"": 1380.7471872624485}, {""elapsed_sec"": 2062.3652063999325, ""vehicles"": 7, ""distance"": 1380.7471872624485}, {""elapsed_sec"": 2185.8223961999174, ""vehicles"": 7, ""distance"": 1380.7471872624485}, {""elapsed_sec"": 2308.361671600025, ""vehicles"": 7, ""distance"": 1380.7471872624485}, {""elapsed_sec"": 2433.14611839992, ""vehicles"": 7, ""distance"": 1380.7471872624485}, {""elapsed_sec"": 2557.050719899824, ""vehicles"": 7, ""distance"": 1380.7471872624485}, {""elapsed_sec"": 2557.0507250998635, ""vehicles"": 7, ""distance"": 1380.7471872624485}]"
c202.txt,MAS,7,7,2627.5449518999085,7.0,1407.4586136624375,,,"[{""elapsed_sec"": 148.98296350007877, ""vehicles"": 11, ""distance"": 1953.4066215413202}, {""elapsed_sec"": 287.1616098000668, ""vehicles"": 9, ""distance"": 1629.5908714707848}, {""elapsed_sec"": 421.03704239986837, ""vehicles"": 9, ""distance"": 1629.5908714707848}, {""elapsed_sec"": 554.1254590000026, ""vehicles"": 9, ""distance"": 1629.5908714707848}, {""elapsed_sec"": 693.3467925000004, ""vehicles"": 9, ""distance"": 1454.7198731545957}, {""elapsed_sec"": 825.6855019000359, ""vehicles"": 9, ""distance"": 1454.286086107099}, {""elapsed_sec"": 959.1067496999167, ""vehicles"": 8, ""distance"": 1676.354700006103}, {""elapsed_sec"": 1089.1345277000219, ""vehicles"": 8, ""distance"": 1659.268171981893}, {""elapsed_sec"": 1221.3394048998598, ""vehicles"": 8, ""distance"": 1432.3535972648365}, {""elapsed_sec"": 1350.3111354000866, ""vehicles"": 8, ""distance"": 1363.013980530391}, {""elapsed_sec"": 1476.994009200018, ""vehicles"": 8, ""distance"": 1357.3926151076575}, {""elapsed_sec"": 1603.741489799926, ""vehicles"": 8, ""distance"": 1357.3926151076575}, {""elapsed_sec"": 1731.0192362000234, ""vehicles"": 8, ""distance"": 1328.628900271572}, {""elapsed_sec"": 1860.986612000037, ""vehicles"": 8, ""distance"": 1302.5299311690617}, {""elapsed_sec"": 1989.683553099865, ""vehicles"": 8, ""distance"": 1246.2876286026453}, {""elapsed_sec"": 2117.9457183999475, ""vehicles"": 8, ""distance"": 1210.428017353338}, {""elapsed_sec"": 2245.855437600054, ""vehicles"": 8, ""distance"": 1183.1141938121136}, {""elapsed_sec"": 2372.3378590000793, ""vehicles"": 8, ""distance"": 1179.4061923854206}, {""elapsed_sec"": 2500.2310804999433, ""vehicles"": 7, ""distance"": 1794.4758783564296}, {""elapsed_sec"": 2627.544950099895, ""vehicles"": 7, ""distance"": 1407.4586136624375}, {""elapsed_sec"": 2627.5449518999085, ""vehicles"": 7, ""distance"": 1407.4586136624375}]"
c202.txt,MAS,8,8,2707.955364999827,8.0,1130.0302471323926,,,"[{""elapsed_sec"": 147.84557869983837, ""vehicles"": 11, ""distance"": 2000.872362087484}, {""elapsed_sec"": 289.84698569984175, ""vehicles"": 11, ""distance"": 1615.5877536496425}, {""elapsed_sec"": 429.4771854998544, ""vehicles"": 10, ""distance"": 1900.0393407707222}, {""elapsed_sec"": 567.5808029999025, ""vehicles"": 10, ""distance"": 1900.0393407707222}, {""elapsed_sec"": 705.462761099916, ""vehicles"": 9, ""distance"": 1581.1429702948344}, {""elapsed_sec"": 843.6753427998628, ""vehicles"": 8, ""distance"": 1431.8118579281258}, {""elapsed_sec"": 978.4806321999058, ""vehicles"": 8, ""distance"": 1431.8118579281258}, {""elapsed_sec"": 1112.77337109996, ""vehicles"": 8, ""distance"": 1304.856181286901}, {""elapsed_sec"": 1246.7230924000032, ""vehicles"": 8, ""distance"": 1219.6264150341697}, {""elapsed_sec"": 1379.9766729997937, ""vehicles"": 8, ""distance"": 1219.6264150341697}, {""elapsed_sec"": 1512.4962451998144, ""vehicles"": 8, ""distance"": 1219.6264150341697}, {""elapsed_sec"": 1647.455635199789, ""vehicles"": 8, ""distance"": 1219.6264150341697}, {""elapsed_sec"": 1780.6034935999196, ""vehicles"": 8, ""distance"": 1219.6264150341697}, {""elapsed_sec"": 1914.0323626999743, ""vehicles"": 8, ""distance"": 1168.009270261426}, {""elapsed_sec"": 2047.7585165000055, ""vehicles"": 8, ""distance"": 1168.009270261426}, {""elapsed_sec"": 2182.073919999879, ""vehicles"": 8, ""distance"": 1168.009270261426}, {""elapsed_sec"": 2315.292236399837, ""vehicles"": 8, ""distance"": 1168.009270261426}, {""elapsed_sec"": 2448.8806172998156, ""vehicles"": 8, ""distance"": 1130.0302471323926}, {""elapsed_sec"": 2577.8869049998466, ""vehicles"": 8, ""distance"": 1130.0302471323926}, {""elapsed_sec"": 2707.9553628999274, ""vehicles"": 8, ""distance"": 1130.0302471323926}, {""elapsed_sec"": 2707.955364999827, ""vehicles"": 8, ""distance"": 1130.0302471323926}]"
c202.txt,MAS,9,9,2787.004842699971,8.0,1426.1615327638874,,,"[{""elapsed_sec"": 150.75544760003686, ""vehicles"": 10, ""distance"": 1847.1333755937203}, {""elapsed_sec"": 290.6596923000179, ""vehicles"": 10, ""distance"": 1650.7526887912509}, {""elapsed_sec"": 430.1936252999585, ""vehicles"": 10, ""distance"": 1604.6426501345613}, {""elapsed_sec"": 572.2420801001135, ""vehicles"": 10, ""distance"": 1538.9057393847438}, {""elapsed_sec"": 714.1959393001162, ""vehicles"": 10, ""distance"": 1447.8459684696807}, {""elapsed_sec"": 855.6588330001105, ""vehicles"": 10, ""distance"": 1422.059974085468}, {""elapsed_sec"": 997.7600565999746, ""vehicles"": 9, ""distance"": 2017.4975534735645}, {""elapsed_sec"": 1137.991595099913, ""vehicles"": 8, ""distance"": 1694.0455050851526}, {""elapsed_sec"": 1273.814466400072, ""vehicles"": 8, ""distance"": 1614.986434791396}, {""elapsed_sec"": 1409.084864600096, ""vehicles"": 8, ""distance"": 1560.8923872254397}, {""elapsed_sec"": 1547.1645547000226, ""vehicles"": 8, ""distance"": 1560.8923872254397}, {""elapsed_sec"": 1686.498879000079, ""vehicles"": 8, ""distance"": 1467.9187704979827}, {""elapsed_sec"": 1823.4524886000436, ""vehicles"": 8, ""distance"": 1429.4454810085808}, {""elapsed_sec"": 1960.1627883999608, ""vehicles"": 8, ""distance"": 1426.1615327638874}, {""elapsed_sec"": 2097.822929200018, ""vehicles"": 8, ""distance"": 1426.1615327638874}, {""elapsed_sec"": 2235.6499644001015, ""vehicles"": 8, ""distance"": 1426.1615327638874}, {""elapsed_sec"": 2374.992360000033, ""vehicles"": 8, ""distance"": 1426.1615327638874}, {""elapsed_sec"": 2511.798738300102, ""vehicles"": 8, ""distance"": 1426.1615327638874}, {""elapsed_sec"": 2649.3187035999727, ""vehicles"": 8, ""distance"": 1426.1615327638874}, {""elapsed_sec"": 2787.004840699956, ""vehicles"": 8, ""distance"": 1426.1615327638874}, {""elapsed_sec"": 2787.004842699971, ""vehicles"": 8, ""distance"": 1426.1615327638874}]"
c202.txt,MAS,10,10,2707.5983735001646,8.0,1394.7152116746797,,,"[{""elapsed_sec"": 151.04555250005797, ""vehicles"": 11, ""distance"": 1863.7096926882987}, {""elapsed_sec"": 289.67214060015976, ""vehicles"": 10, ""distance"": 1856.4463129432875}, {""elapsed_sec"": 426.47679970017634, ""vehicles"": 9, ""distance"": 2005.8950116342266}, {""elapsed_sec"": 558.5833095000125, ""vehicles"": 9, ""distance"": 1916.3949465996077}, {""elapsed_sec"": 691.5094811001327, ""vehicles"": 9, ""distance"": 1565.356308154916}, {""elapsed_sec"": 823.4703098000027, ""vehicles"": 8, ""distance"": 1879.0208717870364}, {""elapsed_sec"": 953.5377017999999, ""vehicles"": 8, ""distance"": 1879.0208717870364}, {""elapsed_sec"": 1083.3195653001312, ""vehicles"": 8, ""distance"": 1879.0208717870364}, {""elapsed_sec"": 1212.8619248000905, ""vehicles"": 8, ""distance"": 1879.0208717870364}, {""elapsed_sec"": 1342.015233000042, ""vehicles"": 8, ""distance"": 1879.0208717870364}, {""elapsed_sec"": 1473.8702164001297, ""vehicles"": 8, ""distance"": 1879.0208717870364}, {""elapsed_sec"": 1604.8688396001235, ""vehicles"": 8, ""distance"": 1547.831550124178}, {""elapsed_sec"": 1734.3557142000645, ""vehicles"": 8, ""distance"": 1440.0884951885505}, {""elapsed_sec"": 1867.3659978001378, ""vehicles"": 8, ""distance"": 1440.0884951885505}, {""elapsed_sec"": 2006.8817951001693, ""vehicles"": 8, ""distance"": 1440.0884951885505}, {""elapsed_sec"": 2146.33215250005, ""vehicles"": 8, ""distance"": 1440.0884951885505}, {""elapsed_sec"": 2286.5623159001116, ""vehicles"": 8, ""distance"": 1439.4438132357157}, {""elapsed_sec"": 2426.1294143002015, ""vehicles"": 8, ""distance"": 1404.6515501880976}, {""elapsed_sec"": 2567.732758200029, ""vehicles"": 8, ""distance"": 1401.180978165621}, {""elapsed_sec"": 2707.598371300148, ""vehicles"": 8, ""distance"": 1394.7152116746797}, {""elapsed_sec"": 2707.5983735001646, ""vehicles"": 8, ""distance"": 1394.7152116746797}]"
r101.txt,MAS,1,1,4352.914756299928,24.0,2002.5738767017003,,,"[{""elapsed_sec"": 271.28413699986413, ""vehicles"": 29, ""distance"": 2267.1466515742272}, {""elapsed_sec"": 520.004597999854, ""vehicles"": 29, ""distance"": 2267.1466515742272}, {""elapsed_sec"": 759.579224999994, ""vehicles"": 27, ""distance"": 2134.2304900885424}, {""elapsed_sec"": 1000.9030233998783, ""vehicles"": 27, ""distance"": 2027.3149802239348}, {""elapsed_sec"": 1242.032113699941, ""vehicles"": 26, ""distance"": 1970.6727521191995}, {""elapsed_sec"": 1471.4528822998982, ""vehicles"": 25, ""distance"": 1961.247676991637}, {""elapsed_sec"": 1702.5189125998877, ""vehicles"": 25, ""distance"": 1961.247676991637}, {""elapsed_sec"": 1925.168278499972, ""vehicles"": 25, ""distance"": 1961.247676991637}, {""elapsed_sec"": 2134.974962899927, ""vehicles"": 24, ""distance"": 2092.1905462953905}, {""elapsed_sec"": 2337.9456855000462, ""vehicles"": 24, ""distance"": 2092.1905462953905}, {""elapsed_sec"": 2538.3721624999307, ""vehicles"": 24, ""distance"": 2092.1905462953905}, {""elapsed_sec"": 2742.891137999948, ""vehicles"": 24, ""distance"": 2092.1905462953905}, {""elapsed_sec"": 2946.652760399971, ""vehicles"": 24, ""distance"": 2031.611353120054}, {""elapsed_sec"": 3150.579179099994, ""vehicles"": 24, ""distance"": 2031.611353120054}, {""elapsed_sec"": 3354.8546525998972, ""vehicles"": 24, ""distance"": 2031.611353120054}, {""elapsed_sec"": 3556.3829163999762, ""vehicles"": 24, ""distance"": 2021.781088688212}, {""elapsed_sec"": 3756.213707299903, ""vehicles"": 24, ""distance"": 2021.781088688212}, {""elapsed_sec"": 3955.638506999938, ""vehicles"": 24, ""distance"": 2021.781088688212}, {""elapsed_sec"": 4155.501665599877, ""vehicles"": 24, ""distance"": 2002.5738767017003}, {""elapsed_sec"": 4352.914753800025, ""vehicles"": 24, ""distance"": 2002.5738767017003}, {""elapsed_sec"": 4352.914756299928, ""vehicles"": 24, ""distance"": 2002.5738767017003}]"
r101.txt,MAS,2,2,4238.110657500103,24.0,2003.6681383695018,,,"[{""elapsed_sec"": 246.87152620009147, ""vehicles"": 30, ""distance"": 2254.403882369701}, {""elapsed_sec"": 475.0613179001957, ""vehicles"": 27, ""distance"": 2031.4930343818341}, {""elapsed_sec"": 692.6564301999751, ""vehicles"": 27, ""distance"": 2031.4930343818341}, {""elapsed_sec"": 909.1628268000204, ""vehicles"": 27, ""distance"": 2031.4930343818341}, {""elapsed_sec"": 1126.3771017000545, ""vehicles"": 27, ""distance"": 2031.4930343818341}, {""elapsed_sec"": 1344.417907900177, ""vehicles"": 27, ""distance"": 2031.4930343818341}, {""elapsed_sec"": 1560.406770200003, ""vehicles"": 26, ""distance"": 2255.5375909255854}, {""elapsed_sec"": 1767.4039621001575, ""vehicles"": 26, ""distance"": 2055.9760106795416}, {""elapsed_sec"": 1976.054302799981, ""vehicles"": 25, ""distance"": 2050.7673823414625}, {""elapsed_sec"": 2186.0893163001165, ""vehicles"": 25, ""distance"": 2050.7673823414625}, {""elapsed_sec"": 2395.3513413001783, ""vehicles"": 25, ""distance"": 2050.7673823414625}, {""elapsed_sec"": 2599.844474500045, ""vehicles"": 24, ""distance"": 2240.690267068919}, {""elapsed_sec"": 2801.3782226999756, ""vehicles"": 24, ""distance"": 2240.690267068919}, {""elapsed_sec"": 3008.1388340000995, ""vehicles"": 24, ""distance"": 2240.690267068919}, {""elapsed_sec"": 3214.354427800048, ""vehicles"": 24, ""distance"": 2240.690267068919}, {""elapsed_sec"": 3422.4085474000312, ""vehicles"": 24, ""distance"": 2065.620713948946}, {""elapsed_sec"": 3624.5633750001434, ""vehicles"": 24, ""distance"": 2065.620713948946}, {""elapsed_sec"": 3831.147107700119, ""vehicles"": 24, ""distance"": 2065.620713948946}, {""elapsed_sec"": 4035.6187706000637, ""vehicles"": 24, ""distance"": 2003.6681383695018}, {""elapsed_sec"": 4238.110655199969, ""vehicles"": 24, ""distance"": 2003.6681383695018}, {""elapsed_sec"": 4238.110657500103, ""vehicles"": 24, ""distance"": 2003.6681383695018}]"
r101.txt,MAS,3,3,4144.317275999812,22.0,2007.170160672444,,,"[{""elapsed_sec"": 244.23932459997013, ""vehicles"": 29, ""distance"": 2280.696952596932}, {""elapsed_sec"": 466.33166829985566, ""vehicles"": 28, ""distance"": 2336.536627087988}, {""elapsed_sec"": 684.8467234999407, ""vehicles"": 28, ""distance"": 2096.50257256065}, {""elapsed_sec"": 902.0933134998195, ""vehicles"": 27, ""distance"": 2014.0600769356154}, {""elapsed_sec"": 1119.1580939998385, ""vehicles"": 27, ""distance"": 1989.909742898517}, {""elapsed_sec"": 1333.5585547999945, ""vehicles"": 27, ""distance"": 1989.909742898517}, {""elapsed_sec"": 1543.6033512998838, ""vehicles"": 24, ""distance"": 2165.003202055404}, {""elapsed_sec"": 1753.4574148999527, ""vehicles"": 24, ""distance"": 2165.003202055404}, {""elapsed_sec"": 1957.591354599921, ""vehicles"": 24, ""distance"": 2165.003202055404}, {""elapsed_sec"": 2160.8577240000013, ""vehicles"": 23, ""distance"": 2003.96335545506}, {""elapsed_sec"": 2361.636675699847, ""vehicles"": 23, ""distance"": 1942.9445887578624}, {""elapsed_sec"": 2557.3843824998476, ""vehicles"": 23, ""distance"": 1942.9445887578624}, {""elapsed_sec"": 2755.1277614999563, ""vehicles"": 23, ""distance"": 1942.9445887578624}, {""elapsed_sec"": 2954.1487558998633, ""vehicles"": 23, ""distance"": 1942.9445887578624}, {""elapsed_sec"": 3153.007907199906, ""vehicles"": 23, ""distance"": 1942.9445887578624}, {""elapsed_sec"": 3354.2068620999344, ""vehicles"": 23, ""distance"": 1942.9445887578624}, {""elapsed_sec"": 3554.389658599859, ""vehicles"": 23, ""distance"": 1925.259692253649}, {""elapsed_sec"": 3751.0064732998144, ""vehicles"": 23, ""distance"": 1917.7491259124522}, {""elapsed_sec"": 3949.2616660997737, ""vehicles"": 23, ""distance"": 1917.7491259124522}, {""elapsed_sec"": 4144.317273399793, ""vehicles"": 22, ""distance"": 2007.170160672444}, {""elapsed_sec"": 4144.317275999812, ""vehicles"": 22, ""distance"": 2007.170160672444}]"
r101.txt,MAS,4,4,4131.774338799994,23.0,1915.2849418394735,,,"[{""elapsed_sec"": 243.56587340007536, ""vehicles"": 30, ""distance"": 2356.2670164488572}, {""elapsed_sec"": 470.07800380000845, ""vehicles"": 29, ""distance"": 2337.6718411841434}, {""elapsed_sec"": 688.5770764001645, ""vehicles"": 28, ""distance"": 2260.129936854593}, {""elapsed_sec"": 912.043208300136, ""vehicles"": 28, ""distance"": 2051.5078876828284}, {""elapsed_sec"": 1129.3463093000464, ""vehicles"": 27, ""distance"": 2271.039140671338}, {""elapsed_sec"": 1339.9571019001305, ""vehicles"": 26, ""distance"": 2319.835841759384}, {""elapsed_sec"": 1548.2188150000293, ""vehicles"": 25, ""distance"": 2085.7677731597882}, {""elapsed_sec"": 1754.406835500151, ""vehicles"": 25, ""distance"": 2085.7677731597882}, {""elapsed_sec"": 1961.1053249000106, ""vehicles"": 25, ""distance"": 2085.7677731597882}, {""elapsed_sec"": 2160.513149900129, ""vehicles"": 24, ""distance"": 2133.675911746843}, {""elapsed_sec"": 2361.1426663000602, ""vehicles"": 24, ""distance"": 2031.9570401979445}, {""elapsed_sec"": 2561.2726650999393, ""vehicles"": 23, ""distance"": 1998.562322585323}, {""elapsed_sec"": 2757.018647100078, ""vehicles"": 23, ""distance"": 1983.2623373656106}, {""elapsed_sec"": 2953.7737380000763, ""vehicles"": 23, ""distance"": 1983.2623373656106}, {""elapsed_sec"": 3150.9824326001108, ""vehicles"": 23, ""distance"": 1925.3732557503884}, {""elapsed_sec"": 3345.694190100068, ""vehicles"": 23, ""distance"": 1915.2849418394737}, {""elapsed_sec"": 3542.0674571001437, ""vehicles"": 23, ""distance"": 1915.2849418394737}, {""elapsed_sec"": 3737.7929547000676, ""vehicles"": 23, ""distance"": 1915.2849418394737}, {""elapsed_sec"": 3933.469164200127, ""vehicles"": 23, ""distance"": 1915.2849418394737}, {""elapsed_sec"": 4131.774333799956, ""vehicles"": 23, ""distance"": 1915.2849418394735}, {""elapsed_sec"": 4131.774338799994, ""vehicles"": 23, ""distance"": 1915.2849418394735}]"
