group,instance,method,run,seed,runtime_sec,final_k,final_k_gap,final_d,budget_k,budget_k_gap,budget_d,k_target,k_hit_time_sec,k_target_gap_100,k_hit_time_sec_gap_100,k_target_gap_150,k_hit_time_sec_gap_150,k_target_gap_200,k_hit_time_sec_gap_200,k_target_gap_250,k_hit_time_sec_gap_250,k_target_gap_300,k_hit_time_sec_gap_300,d_target_gap_100,d_hit_time_sec_gap_100,d_target_gap_150,d_hit_time_sec_gap_150,d_target_gap_200,d_hit_time_sec_gap_200,d_target_gap_250,d_hit_time_sec_gap_250,d_target_gap_300,d_hit_time_sec_gap_300
C1,c102.txt,MAS_RL,1,1,1046.25,19,9.0,1798.5572343110675,19.0,9.0,1798.5572343110675,10,,20,116.140625,25,31.859375,30,17.734375,35,9.0625,40,9.0625,1657.873733885668,,2072.3421673570847,626.90625,2486.8106008285017,204.46875,2901.2790342999187,77.0,3315.747467771336,26.0
C1,c102.txt,MAS_RL_WARM,1,1,1027.0,17,7.0,1758.391947650395,17.0,7.0,1758.391947650395,10,,20,342.28125,25,33.03125,30,17.71875,35,9.09375,40,9.09375,1657.873733885668,,2072.3421673570847,550.25,2486.8106008285017,178.78125,2901.2790342999187,112.15625,3315.747467771336,25.875
C2,c201.txt,SA,1,1,1191.734375,11,8.0,1884.7738085167941,11.0,8.0,1884.7738085167941,3,,6,,8,,9,,11,616.546875,12,577.1875,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,,2070.447948350255,1115.109375,2366.2262266860057,846.390625
C2,c201.txt,TS,1,1,1214.015625,13,10.0,2102.467637703292,13.0,10.0,2102.467637703292,3,,6,,8,,9,,11,,12,,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,,2070.447948350255,,2366.2262266860057,44.375
C2,c201.txt,GA,1,1,1225.390625,17,14.0,3237.4269706434975,17.0,14.0,3237.4269706434975,3,,6,,8,,9,,11,,12,,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,,2070.447948350255,,2366.2262266860057,
C2,c201.txt,MAS,1,1,1014.1875,15,12.0,1997.625194248544,15.0,12.0,1997.625194248544,3,,6,,8,,9,,11,,12,,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,,2070.447948350255,938.34375,2366.2262266860057,232.328125
C2,c201.txt,MAS_RL,1,1,976.671875,13,10.0,1886.170140257649,13.0,10.0,1886.170140257649,3,,6,,8,,9,,11,,12,,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,,2070.447948350255,649.015625,2366.2262266860057,477.328125
C2,c201.txt,MAS_RL_WARM,1,1,995.59375,13,10.0,1971.9401773029206,13.0,10.0,1971.9401773029206,3,,6,,8,,9,,11,,12,,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,,2070.447948350255,481.625,2366.2262266860057,276.125
C2,c202.txt,SA,1,1,1092.3125,9,6.0,1652.3838534463384,9.0,6.0,1652.3838534463384,3,,6,,8,,9,465.0625,11,41.375,12,28.484375,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,1033.078125,2070.447948350255,1021.21875,2366.2262266860057,915.203125
C2,c202.txt,TS,1,1,1069.59375,9,6.0,1805.6058342088213,9.0,6.0,1805.6058342088213,3,,6,,8,,9,236.578125,11,65.21875,12,43.796875,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,198.125,2070.447948350255,56.140625,2366.2262266860057,35.53125
C2,c202.txt,GA,1,1,1073.8125,11,8.0,3505.738676108173,11.0,8.0,3505.738676108173,3,,6,,8,,9,,11,764.171875,12,755.21875,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,,2070.447948350255,,2366.2262266860057,
C2,c202.txt,MAS,1,1,902.171875,10,7.0,1545.3595952271974,10.0,7.0,1545.3595952271974,3,,6,,8,,9,,11,599.8125,12,212.34375,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,584.734375,2070.447948350255,346.40625,2366.2262266860057,225.578125
C2,c202.txt,MAS_RL,1,1,854.8125,11,8.0,1516.6339021117972,11.0,8.0,1516.6339021117972,3,,6,,8,,9,,11,684.890625,12,175.0,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,498.546875,2070.447948350255,273.1875,2366.2262266860057,193.171875
C2,c202.txt,MAS_RL_WARM,1,1,837.984375,11,8.0,1717.287054506138,11.0,8.0,1717.287054506138,3,,6,,8,,9,,11,554.953125,12,322.28125,1183.1131133430029,,1478.8913916787535,,1774.6696700145044,722.34375,2070.447948350255,250.5,2366.2262266860057,172.84375
R1,r101.txt,SA,1,1,1768.328125,26,7.0,2188.8717137833873,26.0,7.0,2403.407282679772,19,,38,25.546875,48,25.546875,57,25.546875,67,25.546875,76,0.015625,3301.5984791421365,48.84375,4126.998098927671,25.546875,4952.397718713205,0.015625,5777.797338498739,0.015625,6603.196958284273,0.015625
R1,r101.txt,TS,1,1,1832.640625,28,9.0,2297.897745493745,28.0,9.0,2297.897745493745,19,,38,24.265625,48,16.53125,57,8.484375,67,2.75,76,0.015625,3301.5984791421365,22.453125,4126.998098927671,6.90625,4952.397718713205,0.015625,5777.797338498739,0.015625,6603.196958284273,0.015625
R1,r101.txt,GA,1,1,1713.625,32,13.0,2816.048170624553,32.0,13.0,2855.595818935289,19,,38,93.53125,48,37.765625,57,4.78125,67,1.203125,76,1.203125,3301.5984791421365,91.875,4126.998098927671,9.34375,4952.397718713205,1.203125,5777.797338498739,1.203125,6603.196958284273,1.203125
R1,r101.txt,MAS,1,1,1431.609375,26,7.0,2158.9721721170176,28.0,9.0,2272.6461663160344,19,,38,87.71875,48,36.96875,57,13.078125,67,13.078125,76,13.078125,3301.5984791421365,69.640625,4126.998098927671,13.078125,4952.397718713205,13.078125,5777.797338498739,13.078125,6603.196958284273,13.078125
R1,r101.txt,MAS_RL,1,1,1361.0625,28,9.0,2100.166704096174,28.0,9.0,2122.343188511658,19,,38,104.015625,48,25.53125,57,13.03125,67,13.03125,76,13.03125,3301.5984791421365,37.0,4126.998098927671,13.03125,4952.397718713205,13.03125,5777.797338498739,13.03125,6603.196958284273,13.03125
R1,r101.txt,MAS_RL_WARM,1,1,1346.890625,27,8.0,2079.033465040197,27.0,8.0,2092.531732038511,19,,38,110.421875,48,25.15625,57,12.671875,67,12.671875,76,12.671875,3301.5984791421365,36.578125,4126.998098927671,12.671875,4952.397718713205,12.671875,5777.797338498739,12.671875,6603.196958284273,12.671875
R1,r102.txt,SA,1,1,1912.296875,20,3.0,1923.842935995064,22.0,5.0,2401.712712179061,17,,34,22.53125,43,22.53125,51,22.53125,60,0.015625,68,0.015625,2972.238942161668,42.59375,3715.298677702085,22.53125,4458.358413242502,0.015625,5201.418148782919,0.015625,5944.477884323336,0.015625
R1,r102.txt,TS,1,1,1969.4375,23,6.0,2099.817836323518,23.0,6.0,2099.817836323518,17,,34,21.890625,43,12.546875,51,5.703125,60,0.03125,68,0.03125,2972.238942161668,29.359375,3715.298677702085,11.703125,4458.358413242502,0.03125,5201.418148782919,0.03125,5944.477884323336,0.03125
R1,r102.txt,GA,1,1,1774.03125,27,10.0,2659.99189136611,27.0,10.0,2659.99189136611,17,,34,66.59375,43,19.421875,51,1.265625,60,1.265625,68,1.265625,2972.238942161668,137.703125,3715.298677702085,22.375,4458.358413242502,1.265625,5201.418148782919,1.265625,5944.477884323336,1.265625
R1,r102.txt,MAS,1,1,1757.53125,22,5.0,2125.735924654718,23.0,6.0,2153.558777456891,17,,34,86.453125,43,14.375,51,14.375,60,14.375,68,14.375,2972.238942161668,127.921875,3715.298677702085,27.75,4458.358413242502,14.375,5201.418148782919,14.375,5944.477884323336,14.375
R1,r102.txt,MAS_RL,1,1,1764.3125,23,6.0,1997.1487504009808,23.0,6.0,2207.8380250707883,17,,34,74.390625,43,33.703125,51,16.953125,60,16.953125,68,16.953125,2972.238942161668,156.59375,3715.298677702085,33.703125,4458.358413242502,16.953125,5201.418148782919,16.953125,5944.477884323336,16.953125
R1,r102.txt,MAS_RL_WARM,1,1,1613.28125,25,8.0,2024.1733970315763,25.0,8.0,2039.6450592944964,17,,34,123.796875,43,28.078125,51,14.0625,60,14.0625,68,14.0625,2972.238942161668,123.796875,3715.298677702085,28.078125,4458.358413242502,14.0625,5201.418148782919,14.0625,5944.477884323336,14.0625
R2,r201.txt,SA,1,1,1360.0625,10,6.0,2012.8190019749077,10.0,6.0,2246.345888938763,4,,8,,10,386.796875,12,295.984375,14,53.921875,16,37.359375,2504.7424431774416,1092.359375,3130.928053971802,151.109375,3757.1136647661624,19.59375,4383.299275560523,0.015625,5009.484886354883,0.015625
R2,r201.txt,TS,1,1,1439.84375,10,6.0,1896.8065083298598,10.0,6.0,1896.8065083298598,4,,8,,10,905.703125,12,586.546875,14,219.625,16,112.625,2504.7424431774416,35.828125,3130.928053971802,16.890625,3757.1136647661624,6.1875,4383.299275560523,0.015625,5009.484886354883,0.015625
R2,r201.txt,GA,1,1,1356.78125,14,10.0,3098.3131204625433,14.0,10.0,3098.3131204625433,4,,8,,10,,12,,14,189.0,16,102.25,2504.7424431774416,,3130.928053971802,158.640625,3757.1136647661624,3.859375,4383.299275560523,1.015625,5009.484886354883,1.015625
R2,r201.txt,MAS,1,1,1212.109375,14,10.0,1907.0037981427845,14.0,10.0,1907.0037981427845,4,,8,,10,,12,,14,763.0,16,119.296875,2504.7424431774416,260.59375,3130.928053971802,54.921875,3757.1136647661624,11.0625,4383.299275560523,11.0625,5009.484886354883,11.0625
R2,r201.txt,MAS_RL,1,1,1199.859375,12,8.0,1818.5012526669814,12.0,8.0,1818.5012526669814,4,,8,,10,,12,889.6875,14,481.703125,16,304.3125,2504.7424431774416,161.21875,3130.928053971802,54.6875,3757.1136647661624,11.078125,4383.299275560523,11.078125,5009.484886354883,11.078125
R2,r201.txt,MAS_RL_WARM,1,1,1206.25,13,9.0,1716.0618296795983,13.0,9.0,1716.0618296795983,4,,8,,10,,12,,14,266.078125,16,120.453125,2504.7424431774416,159.078125,3130.928053971802,64.71875,3757.1136647661624,11.015625,4383.299275560523,11.015625,5009.484886354883,11.015625
R2,r202.txt,SA,1,1,1397.59375,8,5.0,1812.604606600459,8.0,5.0,2479.2032676972735,3,,6,,8,1162.0625,9,101.84375,11,35.84375,12,35.84375,2383.405937409937,1221.03125,2979.2574217624215,35.84375,3575.1089061149055,18.703125,4170.9603904673895,0.015625,4766.811874819874,0.015625
R2,r202.txt,TS,1,1,1392.734375,9,6.0,1732.875401842496,9.0,6.0,1732.875401842496,3,,6,,8,,9,362.140625,11,214.296875,12,80.4375,2383.405937409937,31.46875,2979.2574217624215,18.625,3575.1089061149055,7.109375,4170.9603904673895,0.015625,4766.811874819874,0.015625
R2,r202.txt,GA,1,1,1284.625,10,7.0,2975.269136097169,11.0,8.0,2835.645043350882,3,,6,,8,,9,,11,187.40625,12,74.1875,2383.405937409937,,2979.2574217624215,741.4375,3575.1089061149055,15.34375,4170.9603904673895,0.90625,4766.811874819874,0.90625
R2,r202.txt,MAS,1,1,1177.84375,9,6.0,1763.5857171710481,9.0,6.0,1763.5857171710481,3,,6,,8,,9,1109.578125,11,220.75,12,170.765625,2383.405937409937,202.28125,2979.2574217624215,58.28125,3575.1089061149055,10.65625,4170.9603904673895,10.65625,4766.811874819874,10.65625
R2,r202.txt,MAS_RL,1,1,1181.671875,10,7.0,1697.8902351055644,10.0,7.0,1697.8902351055644,3,,6,,8,,9,,11,131.84375,12,116.703125,2383.405937409937,212.453125,2979.2574217624215,54.59375,3575.1089061149055,11.265625,4170.9603904673895,11.265625,4766.811874819874,11.265625
R2,r202.txt,MAS_RL_WARM,1,1,1108.484375,10,7.0,1569.3148218516785,10.0,7.0,1569.3148218516785,3,,6,,8,,9,,11,128.046875,12,105.90625,2383.405937409937,155.46875,2979.2574217624215,68.109375,3575.1089061149055,10.84375,4170.9603904673895,10.84375,4766.811874819874,10.84375
RC1,rc102.txt,SA,1,1,2246.265625,19,7.0,2068.0717808735412,21.0,9.0,2707.692883575887,12,,24,365.0625,30,34.71875,36,34.71875,42,34.71875,48,34.71875,3109.49448481817,444.90625,3886.8681060227123,34.71875,4664.241727227255,34.71875,5441.615348431797,34.71875,6218.98896963634,0.015625
RC1,rc102.txt,TS,1,1,1955.625,22,10.0,2544.370519255775,22.0,10.0,2544.370519255775,12,,24,109.34375,30,41.6875,36,20.3125,42,11.84375,48,7.84375,3109.49448481817,49.21875,3886.8681060227123,29.53125,4664.241727227255,11.84375,5441.615348431797,3.671875,6218.98896963634,0.015625
RC1,rc102.txt,GA,1,1,2039.0,26,14.0,3227.7693708929783,26.0,14.0,3282.2170112594836,12,,24,,30,162.640625,36,61.671875,42,21.484375,48,4.203125,3109.49448481817,,3886.8681060227123,111.46875,4664.241727227255,38.671875,5441.615348431797,1.328125,6218.98896963634,1.328125
RC1,rc102.txt,MAS,1,1,1472.28125,23,11.0,2164.814471794019,23.0,11.0,2223.0309652972373,12,,24,551.421875,30,139.171875,36,41.390625,42,13.21875,48,13.21875,3109.49448481817,251.96875,3886.8681060227123,83.28125,4664.241727227255,13.21875,5441.615348431797,13.21875,6218.98896963634,13.21875
RC1,rc102.txt,MAS_RL,1,1,1420.046875,23,11.0,2255.696711510318,23.0,11.0,2301.0981841869166,12,,24,324.515625,30,86.984375,36,24.4375,42,12.375,48,12.375,3109.49448481817,216.0,3886.8681060227123,35.609375,4664.241727227255,12.375,5441.615348431797,12.375,6218.98896963634,12.375
RC1,rc102.txt,MAS_RL_WARM,1,1,1405.6875,22,10.0,2193.0480930713093,22.0,10.0,2206.645784553904,12,,24,356.28125,30,118.09375,36,25.359375,42,13.140625,48,13.140625,3109.49448481817,238.71875,3886.8681060227123,36.4375,4664.241727227255,13.140625,5441.615348431797,13.140625,6218.98896963634,13.140625
RC1,rc103.txt,SA,1,1,1647.140625,19,8.0,2110.838281370066,19.0,8.0,2476.028300152913,11,,22,198.21875,28,21.984375,33,21.984375,39,21.984375,44,21.984375,2523.343711622011,1174.9375,3154.179639527514,179.21875,3785.0155674330167,21.984375,4415.851495338519,21.984375,5046.687423244022,21.984375
RC1,rc103.txt,TS,1,1,1581.09375,18,7.0,2102.1730738803612,18.0,7.0,2102.1730738803612,11,,22,81.46875,28,23.5,33,10.921875,39,4.796875,44,1.453125,2523.343711622011,94.703125,3154.179639527514,36.75,3785.0155674330167,18.75,4415.851495338519,13.25,5046.687423244022,4.15625
RC1,rc103.txt,GA,1,1,1545.390625,24,13.0,3165.6115085840784,24.0,13.0,3165.6115085840784,11,,22,,28,50.953125,33,21.671875,39,7.5,44,0.9375,2523.343711622011,,3154.179639527514,,3785.0155674330167,67.6875,4415.851495338519,21.671875,5046.687423244022,0.9375
RC1,rc103.txt,MAS,1,1,1327.78125,19,8.0,2034.150247106122,19.0,8.0,2049.485791579545,11,,22,436.109375,28,69.59375,33,22.390625,39,11.5,44,11.5,2523.343711622011,408.78125,3154.179639527514,159.484375,3785.0155674330167,51.703125,4415.851495338519,11.5,5046.687423244022,11.5
RC1,rc103.txt,MAS_RL,1,1,1316.65625,19,8.0,1999.1297758207547,19.0,8.0,2010.4524577426866,11,,22,460.671875,28,78.171875,33,21.75,39,11.125,44,11.125,2523.343711622011,341.421875,3154.179639527514,192.640625,3785.0155674330167,58.578125,4415.851495338519,11.125,5046.687423244022,11.125
RC1,rc103.txt,MAS_RL_WARM,1,1,1308.078125,20,9.0,2031.3173510496529,20.0,9.0,2039.2723346091777,11,,22,353.03125,28,60.828125,33,22.296875,39,11.34375,44,11.34375,2523.343711622011,339.265625,3154.179639527514,147.890625,3785.0155674330167,42.53125,4415.851495338519,11.34375,5046.687423244022,11.34375
RC2,rc201.txt,SA,1,1,1273.28125,10,6.0,2203.1458273498215,10.0,6.0,2531.6771346024902,4,,8,,10,990.125,12,142.046875,14,67.421875,16,50.828125,2813.88017538237,1017.296875,3517.3502192279625,662.765625,4220.820263073555,17.828125,4924.290306919147,17.828125,5627.76035076474,0.015625
RC2,rc201.txt,TS,1,1,1260.90625,11,7.0,2436.219755983719,11.0,7.0,2436.219755983719,4,,8,,10,,12,126.109375,14,81.609375,16,59.625,2813.88017538237,39.265625,3517.3502192279625,18.75,4220.820263073555,11.640625,4924.290306919147,5.25,5627.76035076474,0.015625
RC2,rc201.txt,GA,1,1,1261.734375,15,11.0,3737.57037153323,15.0,11.0,3737.57037153323,4,,8,,10,,12,,14,,16,150.515625,2813.88017538237,,3517.3502192279625,,4220.820263073555,92.359375,4924.290306919147,9.125,5627.76035076474,0.9375
RC2,rc201.txt,MAS,1,1,1076.453125,12,8.0,2029.4024473334512,12.0,8.0,2029.4024473334512,4,,8,,10,,12,743.890625,14,238.484375,16,157.203125,2813.88017538237,324.875,3517.3502192279625,109.25,4220.820263073555,30.3125,4924.290306919147,10.8125,5627.76035076474,10.8125
RC2,rc201.txt,MAS_RL,1,1,1048.359375,13,9.0,2199.54424143461,13.0,9.0,2199.54424143461,4,,8,,10,,12,,14,169.1875,16,146.28125,2813.88017538237,273.96875,3517.3502192279625,103.6875,4220.820263073555,19.796875,4924.290306919147,10.140625,5627.76035076474,10.140625
RC2,rc201.txt,MAS_RL_WARM,1,1,1052.953125,12,8.0,2255.722234291162,12.0,8.0,2255.722234291162,4,,8,,10,,12,578.921875,14,425.125,16,123.578125,2813.88017538237,264.4375,3517.3502192279625,129.71875,4220.820263073555,20.0,4924.290306919147,10.34375,5627.76035076474,10.34375
RC2,rc204.txt,SA,1,1,1038.578125,6,3.0,1916.7688015012704,6.0,3.0,1916.7688015012704,3,,6,415.046875,8,12.71875,9,12.71875,11,12.71875,12,12.71875,1596.9271613855863,,1996.1589517319828,1016.546875,2395.3907420783794,891.4375,2794.622532424776,811.359375,3193.8543227711725,564.3125
RC2,rc204.txt,TS,1,1,959.296875,5,2.0,1494.392758797745,5.0,2.0,1494.392758797745,3,,6,124.515625,8,11.9375,9,7.40625,11,3.28125,12,2.609375,1596.9271613855863,141.375,1996.1589517319828,34.03125,2395.3907420783794,17.578125,2794.622532424776,12.828125,3193.8543227711725,10.125
RC2,rc204.txt,GA,1,1,897.40625,6,3.0,3376.1413508775227,6.0,3.0,3376.1413508775227,3,,6,113.140625,8,13.59375,9,7.8125,11,1.453125,12,0.96875,1596.9271613855863,,1996.1589517319828,,2395.3907420783794,,2794.622532424776,,3193.8543227711725,
RC2,rc204.txt,MAS,1,1,731.328125,5,2.0,1836.3645670059086,5.0,2.0,1836.3645670059086,3,,6,105.40625,8,21.859375,9,16.796875,11,5.828125,12,5.828125,1596.9271613855863,,1996.1589517319828,223.90625,2395.3907420783794,79.546875,2794.622532424776,52.828125,3193.8543227711725,40.609375
RC2,rc204.txt,MAS_RL,1,1,706.203125,6,3.0,1629.9302425950314,6.0,3.0,1629.9302425950314,3,,6,83.140625,8,29.0,9,11.140625,11,5.671875,12,5.671875,1596.9271613855863,,1996.1589517319828,177.671875,2395.3907420783794,136.90625,2794.622532424776,47.078125,3193.8543227711725,20.28125
RC2,rc204.txt,MAS_RL_WARM,1,1,704.53125,5,2.0,1543.6359985000342,5.0,2.0,1543.6359985000342,3,,6,143.75,8,20.46875,9,11.390625,11,5.8125,12,5.8125,1596.9271613855863,287.125,1996.1589517319828,129.40625,2395.3907420783794,74.53125,2794.622532424776,55.125,3193.8543227711725,24.46875
