Group,Instance,Method,Runs,K Target,Avg Final K,Avg Final K Gap,Avg Final D,Avg Budget K @ 1200s,Avg Budget K Gap @ 1200s,Avg Budget D @ 1200s,K Success Rate,K Median Hit Time (s),Gap 100% Target K,Gap 100% K Success Rate,Gap 100% K Median Hit Time (s),Gap 150% Target K,Gap 150% K Success Rate,Gap 150% K Median Hit Time (s),Gap 200% Target K,Gap 200% K Success Rate,Gap 200% K Median Hit Time (s),Gap 250% Target K,Gap 250% K Success Rate,Gap 250% K Median Hit Time (s),Gap 300% Target K,Gap 300% K Success Rate,Gap 300% K Median Hit Time (s),Gap 100% Target Distance,Gap 100% Success Rate,Gap 100% Median Hit Time (s),Gap 150% Target Distance,Gap 150% Success Rate,Gap 150% Median Hit Time (s),Gap 200% Target Distance,Gap 200% Success Rate,Gap 200% Median Hit Time (s),Gap 250% Target Distance,Gap 250% Success Rate,Gap 250% Median Hit Time (s),Gap 300% Target Distance,Gap 300% Success Rate,Gap 300% Median Hit Time (s)
C1,c102.txt,MAS_RL,1,10,19.0,9.0,1798.5572343110675,19.0,9.0,1798.5572343110675,0.0,,20.0,1.0,116.140625,25.0,1.0,31.859375,30.0,1.0,17.734375,35.0,1.0,9.0625,40.0,1.0,9.0625,1657.873733885668,0.0,,2072.3421673570847,1.0,626.90625,2486.8106008285017,1.0,204.46875,2901.2790342999187,1.0,77.0,3315.747467771336,1.0,26.0
C1,c102.txt,MAS_RL_WARM,1,10,17.0,7.0,1758.391947650395,17.0,7.0,1758.391947650395,0.0,,20.0,1.0,342.28125,25.0,1.0,33.03125,30.0,1.0,17.71875,35.0,1.0,9.09375,40.0,1.0,9.09375,1657.873733885668,0.0,,2072.3421673570847,1.0,550.25,2486.8106008285017,1.0,178.78125,2901.2790342999187,1.0,112.15625,3315.747467771336,1.0,25.875
C2,c201.txt,SA,1,3,11.0,8.0,1884.7738085167941,11.0,8.0,1884.7738085167941,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,1.0,616.546875,12.0,1.0,577.1875,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,0.0,,2070.447948350255,1.0,1115.109375,2366.2262266860057,1.0,846.390625
C2,c201.txt,TS,1,3,13.0,10.0,2102.467637703292,13.0,10.0,2102.467637703292,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,0.0,,12.0,0.0,,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,0.0,,2070.447948350255,0.0,,2366.2262266860057,1.0,44.375
C2,c201.txt,GA,1,3,17.0,14.0,3237.4269706434975,17.0,14.0,3237.4269706434975,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,0.0,,12.0,0.0,,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,0.0,,2070.447948350255,0.0,,2366.2262266860057,0.0,
C2,c201.txt,MAS,1,3,15.0,12.0,1997.625194248544,15.0,12.0,1997.625194248544,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,0.0,,12.0,0.0,,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,0.0,,2070.447948350255,1.0,938.34375,2366.2262266860057,1.0,232.328125
C2,c201.txt,MAS_RL,1,3,13.0,10.0,1886.170140257649,13.0,10.0,1886.170140257649,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,0.0,,12.0,0.0,,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,0.0,,2070.447948350255,1.0,649.015625,2366.2262266860057,1.0,477.328125
C2,c201.txt,MAS_RL_WARM,1,3,13.0,10.0,1971.9401773029206,13.0,10.0,1971.9401773029206,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,0.0,,12.0,0.0,,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,0.0,,2070.447948350255,1.0,481.625,2366.2262266860057,1.0,276.125
C2,c202.txt,SA,1,3,9.0,6.0,1652.3838534463384,9.0,6.0,1652.3838534463384,0.0,,6.0,0.0,,8.0,0.0,,9.0,1.0,465.0625,11.0,1.0,41.375,12.0,1.0,28.484375,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,1.0,1033.078125,2070.447948350255,1.0,1021.21875,2366.2262266860057,1.0,915.203125
C2,c202.txt,TS,1,3,9.0,6.0,1805.6058342088213,9.0,6.0,1805.6058342088213,0.0,,6.0,0.0,,8.0,0.0,,9.0,1.0,236.578125,11.0,1.0,65.21875,12.0,1.0,43.796875,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,1.0,198.125,2070.447948350255,1.0,56.140625,2366.2262266860057,1.0,35.53125
C2,c202.txt,GA,1,3,11.0,8.0,3505.738676108173,11.0,8.0,3505.738676108173,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,1.0,764.171875,12.0,1.0,755.21875,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,0.0,,2070.447948350255,0.0,,2366.2262266860057,0.0,
C2,c202.txt,MAS,1,3,10.0,7.0,1545.3595952271974,10.0,7.0,1545.3595952271974,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,1.0,599.8125,12.0,1.0,212.34375,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,1.0,584.734375,2070.447948350255,1.0,346.40625,2366.2262266860057,1.0,225.578125
C2,c202.txt,MAS_RL,1,3,11.0,8.0,1516.6339021117972,11.0,8.0,1516.6339021117972,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,1.0,684.890625,12.0,1.0,175.0,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,1.0,498.546875,2070.447948350255,1.0,273.1875,2366.2262266860057,1.0,193.171875
C2,c202.txt,MAS_RL_WARM,1,3,11.0,8.0,1717.287054506138,11.0,8.0,1717.287054506138,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,1.0,554.953125,12.0,1.0,322.28125,1183.1131133430029,0.0,,1478.8913916787535,0.0,,1774.6696700145044,1.0,722.34375,2070.447948350255,1.0,250.5,2366.2262266860057,1.0,172.84375
R1,r101.txt,SA,1,19,26.0,7.0,2188.8717137833873,26.0,7.0,2403.407282679772,0.0,,38.0,1.0,25.546875,48.0,1.0,25.546875,57.0,1.0,25.546875,67.0,1.0,25.546875,76.0,1.0,0.015625,3301.5984791421365,1.0,48.84375,4126.998098927671,1.0,25.546875,4952.397718713205,1.0,0.015625,5777.797338498739,1.0,0.015625,6603.196958284273,1.0,0.015625
R1,r101.txt,TS,1,19,28.0,9.0,2297.897745493745,28.0,9.0,2297.897745493745,0.0,,38.0,1.0,24.265625,48.0,1.0,16.53125,57.0,1.0,8.484375,67.0,1.0,2.75,76.0,1.0,0.015625,3301.5984791421365,1.0,22.453125,4126.998098927671,1.0,6.90625,4952.397718713205,1.0,0.015625,5777.797338498739,1.0,0.015625,6603.196958284273,1.0,0.015625
R1,r101.txt,GA,1,19,32.0,13.0,2816.048170624553,32.0,13.0,2855.595818935289,0.0,,38.0,1.0,93.53125,48.0,1.0,37.765625,57.0,1.0,4.78125,67.0,1.0,1.203125,76.0,1.0,1.203125,3301.5984791421365,1.0,91.875,4126.998098927671,1.0,9.34375,4952.397718713205,1.0,1.203125,5777.797338498739,1.0,1.203125,6603.196958284273,1.0,1.203125
R1,r101.txt,MAS,1,19,26.0,7.0,2158.9721721170176,28.0,9.0,2272.6461663160344,0.0,,38.0,1.0,87.71875,48.0,1.0,36.96875,57.0,1.0,13.078125,67.0,1.0,13.078125,76.0,1.0,13.078125,3301.5984791421365,1.0,69.640625,4126.998098927671,1.0,13.078125,4952.397718713205,1.0,13.078125,5777.797338498739,1.0,13.078125,6603.196958284273,1.0,13.078125
R1,r101.txt,MAS_RL,1,19,28.0,9.0,2100.166704096174,28.0,9.0,2122.343188511658,0.0,,38.0,1.0,104.015625,48.0,1.0,25.53125,57.0,1.0,13.03125,67.0,1.0,13.03125,76.0,1.0,13.03125,3301.5984791421365,1.0,37.0,4126.998098927671,1.0,13.03125,4952.397718713205,1.0,13.03125,5777.797338498739,1.0,13.03125,6603.196958284273,1.0,13.03125
R1,r101.txt,MAS_RL_WARM,1,19,27.0,8.0,2079.033465040197,27.0,8.0,2092.531732038511,0.0,,38.0,1.0,110.421875,48.0,1.0,25.15625,57.0,1.0,12.671875,67.0,1.0,12.671875,76.0,1.0,12.671875,3301.5984791421365,1.0,36.578125,4126.998098927671,1.0,12.671875,4952.397718713205,1.0,12.671875,5777.797338498739,1.0,12.671875,6603.196958284273,1.0,12.671875
R1,r102.txt,SA,1,17,20.0,3.0,1923.842935995064,22.0,5.0,2401.712712179061,0.0,,34.0,1.0,22.53125,43.0,1.0,22.53125,51.0,1.0,22.53125,60.0,1.0,0.015625,68.0,1.0,0.015625,2972.238942161668,1.0,42.59375,3715.298677702085,1.0,22.53125,4458.358413242502,1.0,0.015625,5201.418148782919,1.0,0.015625,5944.477884323336,1.0,0.015625
R1,r102.txt,TS,1,17,23.0,6.0,2099.817836323518,23.0,6.0,2099.817836323518,0.0,,34.0,1.0,21.890625,43.0,1.0,12.546875,51.0,1.0,5.703125,60.0,1.0,0.03125,68.0,1.0,0.03125,2972.238942161668,1.0,29.359375,3715.298677702085,1.0,11.703125,4458.358413242502,1.0,0.03125,5201.418148782919,1.0,0.03125,5944.477884323336,1.0,0.03125
R1,r102.txt,GA,1,17,27.0,10.0,2659.99189136611,27.0,10.0,2659.99189136611,0.0,,34.0,1.0,66.59375,43.0,1.0,19.421875,51.0,1.0,1.265625,60.0,1.0,1.265625,68.0,1.0,1.265625,2972.238942161668,1.0,137.703125,3715.298677702085,1.0,22.375,4458.358413242502,1.0,1.265625,5201.418148782919,1.0,1.265625,5944.477884323336,1.0,1.265625
R1,r102.txt,MAS,1,17,22.0,5.0,2125.735924654718,23.0,6.0,2153.558777456891,0.0,,34.0,1.0,86.453125,43.0,1.0,14.375,51.0,1.0,14.375,60.0,1.0,14.375,68.0,1.0,14.375,2972.238942161668,1.0,127.921875,3715.298677702085,1.0,27.75,4458.358413242502,1.0,14.375,5201.418148782919,1.0,14.375,5944.477884323336,1.0,14.375
R1,r102.txt,MAS_RL,1,17,23.0,6.0,1997.1487504009808,23.0,6.0,2207.8380250707883,0.0,,34.0,1.0,74.390625,43.0,1.0,33.703125,51.0,1.0,16.953125,60.0,1.0,16.953125,68.0,1.0,16.953125,2972.238942161668,1.0,156.59375,3715.298677702085,1.0,33.703125,4458.358413242502,1.0,16.953125,5201.418148782919,1.0,16.953125,5944.477884323336,1.0,16.953125
R1,r102.txt,MAS_RL_WARM,1,17,25.0,8.0,2024.1733970315763,25.0,8.0,2039.6450592944964,0.0,,34.0,1.0,123.796875,43.0,1.0,28.078125,51.0,1.0,14.0625,60.0,1.0,14.0625,68.0,1.0,14.0625,2972.238942161668,1.0,123.796875,3715.298677702085,1.0,28.078125,4458.358413242502,1.0,14.0625,5201.418148782919,1.0,14.0625,5944.477884323336,1.0,14.0625
R2,r201.txt,SA,1,4,10.0,6.0,2012.8190019749077,10.0,6.0,2246.345888938763,0.0,,8.0,0.0,,10.0,1.0,386.796875,12.0,1.0,295.984375,14.0,1.0,53.921875,16.0,1.0,37.359375,2504.7424431774416,1.0,1092.359375,3130.928053971802,1.0,151.109375,3757.1136647661624,1.0,19.59375,4383.299275560523,1.0,0.015625,5009.484886354883,1.0,0.015625
R2,r201.txt,TS,1,4,10.0,6.0,1896.8065083298598,10.0,6.0,1896.8065083298598,0.0,,8.0,0.0,,10.0,1.0,905.703125,12.0,1.0,586.546875,14.0,1.0,219.625,16.0,1.0,112.625,2504.7424431774416,1.0,35.828125,3130.928053971802,1.0,16.890625,3757.1136647661624,1.0,6.1875,4383.299275560523,1.0,0.015625,5009.484886354883,1.0,0.015625
R2,r201.txt,GA,1,4,14.0,10.0,3098.3131204625433,14.0,10.0,3098.3131204625433,0.0,,8.0,0.0,,10.0,0.0,,12.0,0.0,,14.0,1.0,189.0,16.0,1.0,102.25,2504.7424431774416,0.0,,3130.928053971802,1.0,158.640625,3757.1136647661624,1.0,3.859375,4383.299275560523,1.0,1.015625,5009.484886354883,1.0,1.015625
R2,r201.txt,MAS,1,4,14.0,10.0,1907.0037981427845,14.0,10.0,1907.0037981427845,0.0,,8.0,0.0,,10.0,0.0,,12.0,0.0,,14.0,1.0,763.0,16.0,1.0,119.296875,2504.7424431774416,1.0,260.59375,3130.928053971802,1.0,54.921875,3757.1136647661624,1.0,11.0625,4383.299275560523,1.0,11.0625,5009.484886354883,1.0,11.0625
R2,r201.txt,MAS_RL,1,4,12.0,8.0,1818.5012526669814,12.0,8.0,1818.5012526669814,0.0,,8.0,0.0,,10.0,0.0,,12.0,1.0,889.6875,14.0,1.0,481.703125,16.0,1.0,304.3125,2504.7424431774416,1.0,161.21875,3130.928053971802,1.0,54.6875,3757.1136647661624,1.0,11.078125,4383.299275560523,1.0,11.078125,5009.484886354883,1.0,11.078125
R2,r201.txt,MAS_RL_WARM,1,4,13.0,9.0,1716.0618296795983,13.0,9.0,1716.0618296795983,0.0,,8.0,0.0,,10.0,0.0,,12.0,0.0,,14.0,1.0,266.078125,16.0,1.0,120.453125,2504.7424431774416,1.0,159.078125,3130.928053971802,1.0,64.71875,3757.1136647661624,1.0,11.015625,4383.299275560523,1.0,11.015625,5009.484886354883,1.0,11.015625
R2,r202.txt,SA,1,3,8.0,5.0,1812.604606600459,8.0,5.0,2479.2032676972735,0.0,,6.0,0.0,,8.0,1.0,1162.0625,9.0,1.0,101.84375,11.0,1.0,35.84375,12.0,1.0,35.84375,2383.405937409937,1.0,1221.03125,2979.2574217624215,1.0,35.84375,3575.1089061149055,1.0,18.703125,4170.9603904673895,1.0,0.015625,4766.811874819874,1.0,0.015625
R2,r202.txt,TS,1,3,9.0,6.0,1732.875401842496,9.0,6.0,1732.875401842496,0.0,,6.0,0.0,,8.0,0.0,,9.0,1.0,362.140625,11.0,1.0,214.296875,12.0,1.0,80.4375,2383.405937409937,1.0,31.46875,2979.2574217624215,1.0,18.625,3575.1089061149055,1.0,7.109375,4170.9603904673895,1.0,0.015625,4766.811874819874,1.0,0.015625
R2,r202.txt,GA,1,3,10.0,7.0,2975.269136097169,11.0,8.0,2835.645043350882,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,1.0,187.40625,12.0,1.0,74.1875,2383.405937409937,0.0,,2979.2574217624215,1.0,741.4375,3575.1089061149055,1.0,15.34375,4170.9603904673895,1.0,0.90625,4766.811874819874,1.0,0.90625
R2,r202.txt,MAS,1,3,9.0,6.0,1763.5857171710481,9.0,6.0,1763.5857171710481,0.0,,6.0,0.0,,8.0,0.0,,9.0,1.0,1109.578125,11.0,1.0,220.75,12.0,1.0,170.765625,2383.405937409937,1.0,202.28125,2979.2574217624215,1.0,58.28125,3575.1089061149055,1.0,10.65625,4170.9603904673895,1.0,10.65625,4766.811874819874,1.0,10.65625
R2,r202.txt,MAS_RL,1,3,10.0,7.0,1697.8902351055644,10.0,7.0,1697.8902351055644,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,1.0,131.84375,12.0,1.0,116.703125,2383.405937409937,1.0,212.453125,2979.2574217624215,1.0,54.59375,3575.1089061149055,1.0,11.265625,4170.9603904673895,1.0,11.265625,4766.811874819874,1.0,11.265625
R2,r202.txt,MAS_RL_WARM,1,3,10.0,7.0,1569.3148218516785,10.0,7.0,1569.3148218516785,0.0,,6.0,0.0,,8.0,0.0,,9.0,0.0,,11.0,1.0,128.046875,12.0,1.0,105.90625,2383.405937409937,1.0,155.46875,2979.2574217624215,1.0,68.109375,3575.1089061149055,1.0,10.84375,4170.9603904673895,1.0,10.84375,4766.811874819874,1.0,10.84375
RC1,rc102.txt,SA,1,12,19.0,7.0,2068.0717808735412,21.0,9.0,2707.692883575887,0.0,,24.0,1.0,365.0625,30.0,1.0,34.71875,36.0,1.0,34.71875,42.0,1.0,34.71875,48.0,1.0,34.71875,3109.49448481817,1.0,444.90625,3886.8681060227123,1.0,34.71875,4664.241727227255,1.0,34.71875,5441.615348431797,1.0,34.71875,6218.98896963634,1.0,0.015625
RC1,rc102.txt,TS,1,12,22.0,10.0,2544.370519255775,22.0,10.0,2544.370519255775,0.0,,24.0,1.0,109.34375,30.0,1.0,41.6875,36.0,1.0,20.3125,42.0,1.0,11.84375,48.0,1.0,7.84375,3109.49448481817,1.0,49.21875,3886.8681060227123,1.0,29.53125,4664.241727227255,1.0,11.84375,5441.615348431797,1.0,3.671875,6218.98896963634,1.0,0.015625
RC1,rc102.txt,GA,1,12,26.0,14.0,3227.7693708929783,26.0,14.0,3282.2170112594836,0.0,,24.0,0.0,,30.0,1.0,162.640625,36.0,1.0,61.671875,42.0,1.0,21.484375,48.0,1.0,4.203125,3109.49448481817,0.0,,3886.8681060227123,1.0,111.46875,4664.241727227255,1.0,38.671875,5441.615348431797,1.0,1.328125,6218.98896963634,1.0,1.328125
RC1,rc102.txt,MAS,1,12,23.0,11.0,2164.814471794019,23.0,11.0,2223.0309652972373,0.0,,24.0,1.0,551.421875,30.0,1.0,139.171875,36.0,1.0,41.390625,42.0,1.0,13.21875,48.0,1.0,13.21875,3109.49448481817,1.0,251.96875,3886.8681060227123,1.0,83.28125,4664.241727227255,1.0,13.21875,5441.615348431797,1.0,13.21875,6218.98896963634,1.0,13.21875
RC1,rc102.txt,MAS_RL,1,12,23.0,11.0,2255.696711510318,23.0,11.0,2301.0981841869166,0.0,,24.0,1.0,324.515625,30.0,1.0,86.984375,36.0,1.0,24.4375,42.0,1.0,12.375,48.0,1.0,12.375,3109.49448481817,1.0,216.0,3886.8681060227123,1.0,35.609375,4664.241727227255,1.0,12.375,5441.615348431797,1.0,12.375,6218.98896963634,1.0,12.375
RC1,rc102.txt,MAS_RL_WARM,1,12,22.0,10.0,2193.0480930713093,22.0,10.0,2206.645784553904,0.0,,24.0,1.0,356.28125,30.0,1.0,118.09375,36.0,1.0,25.359375,42.0,1.0,13.140625,48.0,1.0,13.140625,3109.49448481817,1.0,238.71875,3886.8681060227123,1.0,36.4375,4664.241727227255,1.0,13.140625,5441.615348431797,1.0,13.140625,6218.98896963634,1.0,13.140625
RC1,rc103.txt,SA,1,11,19.0,8.0,2110.838281370066,19.0,8.0,2476.028300152913,0.0,,22.0,1.0,198.21875,28.0,1.0,21.984375,33.0,1.0,21.984375,39.0,1.0,21.984375,44.0,1.0,21.984375,2523.343711622011,1.0,1174.9375,3154.179639527514,1.0,179.21875,3785.0155674330167,1.0,21.984375,4415.851495338519,1.0,21.984375,5046.687423244022,1.0,21.984375
RC1,rc103.txt,TS,1,11,18.0,7.0,2102.1730738803612,18.0,7.0,2102.1730738803612,0.0,,22.0,1.0,81.46875,28.0,1.0,23.5,33.0,1.0,10.921875,39.0,1.0,4.796875,44.0,1.0,1.453125,2523.343711622011,1.0,94.703125,3154.179639527514,1.0,36.75,3785.0155674330167,1.0,18.75,4415.851495338519,1.0,13.25,5046.687423244022,1.0,4.15625
RC1,rc103.txt,GA,1,11,24.0,13.0,3165.6115085840784,24.0,13.0,3165.6115085840784,0.0,,22.0,0.0,,28.0,1.0,50.953125,33.0,1.0,21.671875,39.0,1.0,7.5,44.0,1.0,0.9375,2523.343711622011,0.0,,3154.179639527514,0.0,,3785.0155674330167,1.0,67.6875,4415.851495338519,1.0,21.671875,5046.687423244022,1.0,0.9375
RC1,rc103.txt,MAS,1,11,19.0,8.0,2034.150247106122,19.0,8.0,2049.485791579545,0.0,,22.0,1.0,436.109375,28.0,1.0,69.59375,33.0,1.0,22.390625,39.0,1.0,11.5,44.0,1.0,11.5,2523.343711622011,1.0,408.78125,3154.179639527514,1.0,159.484375,3785.0155674330167,1.0,51.703125,4415.851495338519,1.0,11.5,5046.687423244022,1.0,11.5
RC1,rc103.txt,MAS_RL,1,11,19.0,8.0,1999.1297758207547,19.0,8.0,2010.4524577426866,0.0,,22.0,1.0,460.671875,28.0,1.0,78.171875,33.0,1.0,21.75,39.0,1.0,11.125,44.0,1.0,11.125,2523.343711622011,1.0,341.421875,3154.179639527514,1.0,192.640625,3785.0155674330167,1.0,58.578125,4415.851495338519,1.0,11.125,5046.687423244022,1.0,11.125
RC1,rc103.txt,MAS_RL_WARM,1,11,20.0,9.0,2031.3173510496529,20.0,9.0,2039.2723346091777,0.0,,22.0,1.0,353.03125,28.0,1.0,60.828125,33.0,1.0,22.296875,39.0,1.0,11.34375,44.0,1.0,11.34375,2523.343711622011,1.0,339.265625,3154.179639527514,1.0,147.890625,3785.0155674330167,1.0,42.53125,4415.851495338519,1.0,11.34375,5046.687423244022,1.0,11.34375
RC2,rc201.txt,SA,1,4,10.0,6.0,2203.1458273498215,10.0,6.0,2531.6771346024902,0.0,,8.0,0.0,,10.0,1.0,990.125,12.0,1.0,142.046875,14.0,1.0,67.421875,16.0,1.0,50.828125,2813.88017538237,1.0,1017.296875,3517.3502192279625,1.0,662.765625,4220.820263073555,1.0,17.828125,4924.290306919147,1.0,17.828125,5627.76035076474,1.0,0.015625
RC2,rc201.txt,TS,1,4,11.0,7.0,2436.219755983719,11.0,7.0,2436.219755983719,0.0,,8.0,0.0,,10.0,0.0,,12.0,1.0,126.109375,14.0,1.0,81.609375,16.0,1.0,59.625,2813.88017538237,1.0,39.265625,3517.3502192279625,1.0,18.75,4220.820263073555,1.0,11.640625,4924.290306919147,1.0,5.25,5627.76035076474,1.0,0.015625
RC2,rc201.txt,GA,1,4,15.0,11.0,3737.57037153323,15.0,11.0,3737.57037153323,0.0,,8.0,0.0,,10.0,0.0,,12.0,0.0,,14.0,0.0,,16.0,1.0,150.515625,2813.88017538237,0.0,,3517.3502192279625,0.0,,4220.820263073555,1.0,92.359375,4924.290306919147,1.0,9.125,5627.76035076474,1.0,0.9375
RC2,rc201.txt,MAS,1,4,12.0,8.0,2029.4024473334512,12.0,8.0,2029.4024473334512,0.0,,8.0,0.0,,10.0,0.0,,12.0,1.0,743.890625,14.0,1.0,238.484375,16.0,1.0,157.203125,2813.88017538237,1.0,324.875,3517.3502192279625,1.0,109.25,4220.820263073555,1.0,30.3125,4924.290306919147,1.0,10.8125,5627.76035076474,1.0,10.8125
RC2,rc201.txt,MAS_RL,1,4,13.0,9.0,2199.54424143461,13.0,9.0,2199.54424143461,0.0,,8.0,0.0,,10.0,0.0,,12.0,0.0,,14.0,1.0,169.1875,16.0,1.0,146.28125,2813.88017538237,1.0,273.96875,3517.3502192279625,1.0,103.6875,4220.820263073555,1.0,19.796875,4924.290306919147,1.0,10.140625,5627.76035076474,1.0,10.140625
