Scope,Method,Runs,Success Count,Success Rate,Median Hit Time (s),Mean Hit Time (s)
ALL,SA,12,11,0.9166666666666666,21.984375,407.71875
ALL,TS,12,11,0.9166666666666666,11.84375,42.19034090909091
ALL,GA,12,7,0.5833333333333334,15.34375,31.484375
ALL,MAS,12,11,0.9166666666666666,30.3125,132.4318181818182
ALL,MAS_RL,12,11,0.9166666666666666,19.796875,125.28835227272727
ALL,MAS_RL_WARM,12,11,0.9166666666666666,20.0,152.75426136363637
C1,SA,2,2,1.0,1223.765625,1223.765625
C1,TS,2,2,1.0,96.40625,96.40625
C1,GA,2,0,0.0,,
C1,MAS,2,2,1.0,324.03125,324.03125
C1,MAS_RL,2,2,1.0,299.8203125,299.8203125
C1,MAS_RL_WARM,2,2,1.0,379.578125,379.578125
C2,SA,2,1,0.5,1033.078125,1033.078125
C2,TS,2,1,0.5,198.125,198.125
C2,GA,2,0,0.0,,
C2,MAS,2,1,0.5,584.734375,584.734375
C2,MAS_RL,2,1,0.5,498.546875,498.546875
C2,MAS_RL_WARM,2,1,0.5,722.34375,722.34375
R1,SA,2,2,1.0,0.015625,0.015625
R1,TS,2,2,1.0,0.0234375,0.0234375
R1,GA,2,2,1.0,1.234375,1.234375
R1,MAS,2,2,1.0,13.7265625,13.7265625
R1,MAS_RL,2,2,1.0,14.9921875,14.9921875
R1,MAS_RL_WARM,2,2,1.0,13.3671875,13.3671875
R2,SA,2,2,1.0,19.1484375,19.1484375
R2,TS,2,2,1.0,6.6484375,6.6484375
R2,GA,2,2,1.0,9.6015625,9.6015625
R2,MAS,2,2,1.0,10.859375,10.859375
R2,MAS_RL,2,2,1.0,11.171875,11.171875
R2,MAS_RL_WARM,2,2,1.0,10.9296875,10.9296875
RC1,SA,2,2,1.0,28.3515625,28.3515625
RC1,TS,2,2,1.0,15.296875,15.296875
RC1,GA,2,2,1.0,53.1796875,53.1796875
RC1,MAS,2,2,1.0,32.4609375,32.4609375
RC1,MAS_RL,2,2,1.0,35.4765625,35.4765625
RC1,MAS_RL_WARM,2,2,1.0,27.8359375,27.8359375
RC2,SA,2,2,1.0,454.6328125,454.6328125
RC2,TS,2,2,1.0,14.609375,14.609375
RC2,GA,2,1,0.5,92.359375,92.359375
RC2,MAS,2,2,1.0,54.9296875,54.9296875
RC2,MAS_RL,2,2,1.0,78.3515625,78.3515625
RC2,MAS_RL_WARM,2,2,1.0,47.265625,47.265625
